state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
NV  ,Ti,Ti,Ti;0,NVTi;0,0,,Intrusive rocks,Late Cretaceous to Middle Miocene,"INTRUSIVE ROCKS-Aphanitic, porphyritic, and coarsely granular rocks ranging in composition from diorite to granite. Clark County",,"This part of the map is based on 45-yr old mapping. The polygons include several late Cretaceous muscovite-bearing granites, as well as Tertiary plutons that range from granite to diorite. The topology of the polygons is not amenable to solution of this problem.",NV001,alkali-granite (alaskite),granite,granodiorite; tonalite; diorite; peraluminous granite,NV001 NV002 ,
NV  ,TJgr,TJgr,TJgr;0,NVTJgr;0,0,,"Granitic rocks, central and eastern Nevada",Jurassic to Miocene,"GRANITIC ROCKS, CENTRAL AND EASTERN NEVADA-Mostly quartz monzonite and granodiorite. Inconclusively dated or not dated radiometrically",,,NV001,quartz monzonite,granodiorite,granite; peraluminous granite,NV001 NV002 NV004 NV007 NV008 NV010 NV011 NV012 NV013 ,
NV  ,TKs,TKs,TKs;0,NVTKs;0,0,,Continental sedimentary rocks,Late Cretaceous to Eocene,"CONTINENTAL SEDIMENTARY ROCKS-Includes units such as Pansy Lee Conglomerate in Humboldt County, part of Cretaceous(?) and Tertiary rocks of Kleinhampl and Ziony (1967) in northern Nye County, and part of ""older clastic rocks"" of Tschanz and Pampeyan (1970) in Lincoln County",,,NV001,conglomerate,sandstone,siltstone; mudstone; limestone,NV001 NV002 ,
NV  ,Tmi,Tmi,Tmi;0,NVTmi;0,0,,Intrusive rocks of mafic to intermediate composition,Eocene to Miocene,INTRUSIVE ROCKS OF MAFIC TO INTERMEDIATE COMPOSITION,,,NV001,diorite,monzodiorite,quartz diorite; quartz monzogabbro; tonalite; gabbro,NV001 NV002 ,
NV  ,Tob,Tob,Tob;0,NVTob;0,0,,Older basalt rocks,Early Oligocene to Early Miocene,OLDER BASALT ROCKS,,,NV001,basalt,andesite,,NV001 NV002 ,
NV  ,Tr1,Tr1,Tr1;0,NVTr1;0,0,,Rhyolitic flows and shallow intrusive rocks,Late Eocene to Middle Eocene,RHYOLITIC FLOWS AND SHALLOW INTRUSIVE ROCKS,,data from Best and others (1989) [IAVCEI],NV001,rhyolite,dacite,trachyte,NV001 NV002 NV027 ,
NV  ,Tr2,Tr2,Tr2;0,NVTr2;0,0,,Rhyolitic flows and shallow intrusive rocks,Early Oligocene to Early Miocene,RHYOLITIC FLOWS AND SHALLOW INTRUSIVE ROCKS,,data from Best and others (1989) [IAVCEI],NV001,rhyolite,dacite,trachyte,NV001 NV002 NV027 ,
NV  ,Tr3,Tr3,Tr3;0,NVTr3;0,0,,Rhyolitic flows and shallow intrusive rocks,Middle Miocene to Late Miocene,RHYOLITIC FLOWS AND SHALLOW INTRUSIVE ROCKS,,data from Best and others (1989) [IAVCEI],NV001,rhyolite,dacite,trachyte,NV001 NV002 NV027 ,
NV  ,TRc,TRc,TRc;0,NVTRc;0,0,,"Limestone, minor amounts of dolomite, shale, and sandstone; locally thick conglomerate units",Triassic,"LIMESTONE, MINOR AMOUNTS OF DOLOMITE, SHALE, AND SANDSTONE; LOCALLY THICK CONGLOMERATE UNITS (Lower, Middle, and Upper Triassic)-Includes Tobin, Dixie Valley, Favret, Augusta Mountain, and Cane Spring Formations and Star Peak Group in central Nevada and Grantsville and Luning Formations in west-central Nevada","Prida Formation, Natchez Pass Formation (both of the Star Peak Group)","This unit also contains some of the Gabbs and Sunrise Formations (see NVJTRs) where undivided from the Luning Formation in northern Nye County (Kleinhampl and Ziony, 1985). The Luning Formation ranges from 3000 to 10,000 feet thick (Kleinhampl and Ziony, 1985, Ross, 1961). The Tobin (900 feet thick), Dixie Valley (150 to 800 feet thick), and Favret (700 feet thick) Formations are correlative with the lower and middle members of the Prida Formation (400 to 2,500 feet thick); the Augusta Formation (2,500 feet thick) is stratigraphically correlative with the upper member of the Prida and the lower member of the Natchez Formation (1,650 to 2,500 feet thick; the Cane Spring Formation (1,000 to 1,500 feet thick) is equivalent to the upper member of the Natchez (Johnson, 1977).",NV001,limestone,dolostone (dolomite),shale; sandstone; conglomerate; siltstone; andesite; chert,NV001 NV004 NV012 NV013 NV016 ,
NV  ,TRch,TRch,TRch;0,NVTRch;0,0,,Chinle Formation and associated rocks,Late Triassic,"CHINLE FORMATION AND ASSOCIATED ROCKS (Upper Triassic)-Continental deposits of variegated bentonitic claystone, siltstone, and clayey sandstone; ledge-forming sandstone; and red siltstone",,"Primarily located in Clark County and southern Lincoln County; one outcrop in Elko County which could be correlative with the Chinle Formation as well as the Timothy Sandstone and Nugget Sandstone. The measured thickness of the Chinle Formation ranges from 750 to 3,300 feet (Longwell and others, 1965). The relative abundances of shale, siltsone, and sandstone are unspecified in referenced literture; the ranking of each of these units is speculative.",NV001,claystone,siltstone,sandstone; gypsum; conglomerate; limestone,NV001 NV003 NV008 NV011 ,
NV  ,TRgr,TRgr,TRgr;0,NVTRgr;0,0,,Granitic rocks,Middle Triassic to Early Jurassic,GRANITIC ROCKS-Quartz monzonite in northern Esmeralda County,Crow Springs Pluton, Crow Spring Pluton is granodiorite to quartz monzodiorite; the other outcrops are granite and granodiorite.,NV001,granite,granodiorite,quartz monzodiorite,NV001 NV024 NV025 ,
NV  ,Tri,Tri,Tri;0,NVTri;0,0,,Rhyolitic intrusive rocks,Eocene to Miocene,RHYOLITIC INTRUSIVE ROCKS,,,NV001,granitoid,,,NV001 NV002 ,
NV  ,TRk,TRk,TRk;0,NVTRk;0,0,,Koipato Group and related rocks,Permian to Early Triassic,"KOIPATO GROUP AND RELATED ROCKS (Lower Triassic)-Altered andesitic flows, rhyolitic tuffs and flows, and clastic rocks. Includes rocks mapped by Silberling (1959) as Pablo Formation and originally considered to be Permian in the Shoshone Mountains, Nye County. Includes Tallman Fanglomerate (Permian?) in Humboldt County","Limerick Greenstone, Rochester Rhyolite, Weaver Rhyolite, China Mountain Formation (all Koipato Group)","The Limerick Greenstone is 1000-6000 feet thick; the Rochester Rhyolite is upto 6000 feet thick; the Weaver Rhyolite is about 2000 feet thick; the China Mountain Formation is upto 1000 feet thick (Johnson, 1977).",NV001,rhyolite,andesite,clastic; basalt,NV001 NV005 NV012 NV013 ,
NV  ,TRlgr,TRlgr,TRlgr;0,NVTRlgr;0,0,,Leucogranite and rhyolite porphyry,Mississippian to Triassic,LEUCOGRANITE AND RHYOLITE PORPHYRY,,"There are five leucogranite plutons in the Humboldt, East, and Stillwater Ranges, Pershing County; the rhyolite porphyry has been mapped separately only in the Humboldt Range. The two rock types are genetically related to one another. (Johnson, 1977).",NV001,granite,rhyolite,,NV001 NV012 ,
NV  ,TRmt,TRmt,TRmt;0,NVTRmt;0,0,,"Moenkopi Formation, Thaynes Formation, and related rocks",Early Triassic to Middle Triassic,"MOENKOPI FORMATION, THAYNES FORMATION, AND RELATED ROCKS (Lower Triassic)-Marine deposits of siltstone, limestone, and sparse conglomerate",Dinwoody Formation,,NV001,shale,limestone,siltstone; sandstone; gypsum; dolostone (dolomite); conglomerate,NV001 NV003 NV007 NV008 NV011 ,
NV  ,TRPd,TRPd,TRPd;0,NVTRPd;0,0,,"Conglomerate, sandstone, shale, and dolomite of Diablo Formation below and shale, sandstone, and conglomerate of Candelaria Formation above",Early Permian to Early Triassic,"CONGLOMERATE, SANDSTONE, SHALE, AND DOLOMITE OF DIABLO FORMATION BELOW AND SHALE, SANDSTONE, AND CONGLOMERATE OF CANDELARIA FORMATION ABOVE (Lower or Upper Permian to Lower Triassic)-Mineral, Esmeralda, and northwestern Nye Counties",,"In Mineral and Esmeralda Counties, the Diablo Formation ranges from 200 to 400 feet thick and is chiefly composed of sandstone and grit and dolomite, the relative proportions of which vary locally (Ross, 1961, Albers and Stewart, 1972); in northern Nye County, the Diablo Formation ranges anywhere from 131 feet to 3,280 feet thick and is composed of siltstone interbedded with conglomerate, sandstone, grit, and limestone (Kleinhampl and Ziony, 1985). In Mineral and Esmeralda Counties, the Candelaria Formation is 3,200 feet thick and composed of shale with lesser to equal amounts of sandstone and minor limestone and conglomerate (Ross, 1961, Albers and Stewart, 1972); in northern Nye County, the Candelaria Formation at Willow Spring is reported to be mostly argillite and siltite with minor limestone and quartzite (Kleinhampl and Ziony, 1985). Argillite is included with siltstone in the lithology coding.",NV001,shale,siltstone,sandstone; dolostone (dolomite); limestone; conglomerate,NV001 NV002 NV009 NV013 NV017 ,
NV  ,TRPs,TRPs,TRPs;0,NVTRPs;0,0,,"Silty limestone, minor amounts of shale, and some greenstone",Permian to Early Triassic,"SILTY LIMESTONE, MINOR AMOUNTS OF SHALE, AND SOME GREENSTONE-Unnamed sequence in Adobe Range, northern Elko County",Long Canyon sequence,"The thickness of this unit is estimated at over 2000 feet. All three rock types occur in both the Triassic and Permian sections; the volcanic rocks form resistant beds a few feet thick concordent with enclosing sedimentary beds (Coats, 1987). Coats (1987) says only that there are intermediate-composition volcanic rocks present; Ketner (1975) identifies the volcanic rocks as greenstone.",NV001,limestone,shale,greenstone,NV001 NV008 NV021 ,
NV  ,TRPvs,TRPvs,TRPvs;0,NVTRPvs;0,0,,"Volcanic flows and flow breccias, chiefly of andesitic composition, tuffs, sparse sandstone and graywacke",Permian to Jurassic,"VOLCANIC FLOWS AND FLOW BRECCIAS, CHIEFLY OF ANDESITIC COMPOSITION, TUFFS, SPARSE SANDSTONE AND GRAYWACKE-Includes Happy Creek Volcanic Series and related rocks in Humboldt County and similar rocks in Washoe and Pershing Counties; includes andesite breccias and volcanogenic sedimentary rocks in Mineral County",Excelsior Formation (in part); Dunlap Formation (in part),"The composition of the Happy Creek volcanic series ranges from andesitic to basaltic, with andesite being more abundant (Willden, 1964). Rocks in northwestern Pershing County are both andesitic and dacitic in composition and have undergone lower greenschist, amphibolite, or hornfels facies metamorphism (Johnson, 1977). All sedimentary rocks occur associated with volcanic rocks of certain areas: the limestone and conglomerate with rocks of Washoe County (Bonham, 1969), the limy shale (limestone?) and chert with rocks of Pershing County (Johnson, 1977), sandstone, conglomerate and calcareous rocks with the Dunlap (Ross, 1961), and the graywacke and sandstone with the Happy Creek volcanic series (Willden, 1964).",NV001,andesite,basalt,dacite; graywacke; sandstone; shale; chert; limestone; conglomerate,NV001 NV005 NV012 NV017 ,
NV  ,Ts1,Ts1,Ts1;0,NVTs1;0,0,,Sedimentary rocks,Late Cretaceous to Oligocene,SEDIMENTARY ROCKS-Includes Sheep Pass Formation (Eocene) and related units and unnamed tuffaceous sedimentary rocks,"Sheep Pass Formation, Elko Formation, Kinsey Canyon Formation, Indian Well Formation",,NV001,sandstone,conglomerate,limestone; siltstone; claystone; mudstone; shale; tuff; oil shale,NV001 NV002 ,
NV  ,Ts3,Ts3,Ts3;0,NVTs3;0,0,,Tuffaceous sedimentary rocks,Late Eocene to Late Miocene,TUFFACEOUS SEDIMENTARY ROCKS-Locally includes minor amounts of tuff,"Truckee Formation, Coal Valley Formation, Esmeralda Formation, Humboldt Formation, Panaca Formation, Muddy Creek Formation",,NV001,sandstone,limestone,siltstone; conglomerate; mudstone; dolostone (dolomite); felsic volcanic rock; intermediate volcanic rock; mafic volcanic rock; tuff,NV001 NV002 ,
NV  ,Tt1,Tt1,Tt1;0,NVTt1;0,0,,Welded and nonwelded silicic ash-flow tuffs,Late Eocene to Middle Eocene,WELDED AND NONWELDED SILICIC ASH-FLOW TUFFS-Locally includes thin units of air-fall tuff and sedimentary rock,,data from Best and others (1989) [IAVCEI],NV001,rhyolite,dacite,trachyte,NV001 NV002 NV027 ,
NV  ,Tt2,Tt2,Tt2;0,NVTt2;0,0,,Welded and nonwelded silicic ash-flow tuffs,Early Oligocene to Early Miocene,WELDED AND NONWELDED SILICIC ASH-FLOW TUFFS-Locally includes thin units of air-fall tuff and sedimentary rock,,data from Best and others (1989) [IAVCEI],NV001,rhyolite,dacite,trachyte,NV001 NV002 NV027 ,
NV  ,Tt3,Tt3,Tt3;0,NVTt3;0,0,,Welded and nonwelded silicic ash-flow tuffs,Middle Miocene to Late Miocene,WELDED AND NONWELDED SILICIC ASH-FLOW TUFFS-Locally includes thin units of air-fall tuff and sedimentary rock,,data from Best and others (1989) [IAVCEI],NV001,rhyolite,,,NV001 NV002 NV027 ,
NV  ,Tts,Tts,Tts;0,NVTts;0,0,,Ash-flow tuffs and tuffaceous sedimentary rocks,Middle Miocene to Late Miocene,ASH-FLOW TUFFS AND TUFFACEOUS SEDIMENTARY ROCKS,,Classification schemes don't permit reflection of volcanic origin of the sedimentary rocks. These areas are mixed lacustrine sediments interlayered with the ash-flow tuffs of unit Tt3.,NV001,ash-flow tuff,rhyolite,sandstone; dacite; trachyte,NV001 NV002 ,
NV  ,Xm,Xm,Xm;0,NVXm;0,0,,Metamorphic rocks,Early Proterozoic,"METAMORPHIC ROCKS-Gneiss and schist and lesser amounts of gneissic granite, pyroxenite, hornblendite, migmatite, pegmatite, and marble.",,"Includes outcrops n Nye County: the Bullfrog Hills have quartz-muscovite-feldspar gneiss and quartz-muscovite-biotite schist intruded by irregular bodies of gneissic pegmatitic granite and the Trappman Hills have gneissic quartz monzonite and biotite-amphibolite schist, all of which may be younger or unrelated to the X and Y (see NVYgr) rocks in Clark and Lincoln Counties (Stewart, 1980).",NV001,gneiss,schist,marble; granite; pyroxenite; hornblendite; migmatite; pegmatite; amphibolite,NV001 NV002 NV003 ,
NV  ,Zqs,Zqs,Zqs;0,NVZqs;0,0,,"Quartzite, phyllitic siltstone, conglomerate, limestone, and dolomite",Late Proterozoic,"QUARTZITE, PHYLLITIC SILTSTONE, CONGLOMERATE, LIMESTONE, AND DOLOMITE-Includes McCoy Creek Group (excluding Stella Lake Quartzite) in east-central Nevada and Johnnie Formation in southern Nevada.",,"Johnnie Formation is 4200-4500 feet thick (Longwell and others, 1965). The McCoy Creek Group is over 9,000 feet thick (Hose and Blake, 1976). The McCoy Creek Group is slightly metamorphosed to argillite, slate, phyllite, and marble. Also includes small outcrops, not of the McCoy Group, of sillimanite-biotite schist and quartzitic schist in Elko County (Coats, 1987). I did not find limestone reported in any of the county maps.",NV001,quartzite,shale,conglomerate; siltstone; dolostone (dolomite),NV001 NV002 NV003 NV006 NV007 NV008 ,
NV  ,Zw,Zw,Zw;0,NVZw;0,0,,Wyman Formation,Late Proterozoic,"WYMAN FORMATION-Phyllite and phyllitic siltstone and minor amounts of limestone, dolomite, and sandstone",,"Albers and Stewart, 1972, describe the Wyman Formation as primarily siltstone with thin limestone interbeds; the strata are somewhat metamorphosed and commonly grade to phyllite, schist, marble, and calc-silicate and siliceous hornfels. In Nevada, the Wyman Formation is 960-1350 feet thick, while in the White-Inyo Range, the Formation is 9,000+ feet thick; in neither location is the base exposed.",NV001,siltstone,limestone,sandstone; dolostone (dolomite),NV001 NV002 NV009 ,
